Author,PublishedAt,Comment,Likes
@leoz-qi9rm,2024-02-13T17:02:02Z,"Intinya ga ada malu di hati pejabat negeri ini. ASN disuruh netral, tp atasnya berpihak semua dengan tidak mengindahkan suatu aturan yang mereka buat sendiri.",1
@IqbalSTAR-wv9iq,2024-02-13T17:01:54Z,Puncak dari kegelisahan hati<br>Apakah harapan itu masih ada?,0
@rosyrosyhyo,2024-02-13T17:01:00Z,semoga semua yang terlibat di film selalu dilindungi Allah SWT. terima kasih sudah berani memperjuangkan rakyat.,13
@Capt.AndiDennuang,2024-02-13T17:00:42Z,Wakanda No More ❌️☝️<br>Indonesia Forever 🇮🇩 ☝️<br>ALL IN AMIN ☝️,3
@annisaputriilhami1837,2024-02-13T17:00:33Z,"Sehat selaluuu pak zainal, bu bivitri dan pak feri. Terimakasihh karena sudah membuat film yg bagus dan rasional❤️!",0
@Hsna-dw1bl,2024-02-13T16:59:37Z,Ngeriiii,0
@BangHen919,2024-02-13T16:58:27Z,Ternyata Bener kata cak nun ketika dituduh fitnah firaun haman dan qorun,1
@hermanuadhinugroho4254,2024-02-13T16:57:53Z,"Semua calon minta 1putaran, tp banyak petugas kpps minta berputar². Krn kan lumayan 😅",0
@anugrahnungtjik5547,2024-02-13T16:56:10Z,Sedih,0
@imamsantoso2736,2024-02-13T16:55:52Z,Stay save untuk semua kru dan narasumber❤,0
@apajadinya2251,2024-02-13T16:55:14Z,"Pemilu harus menaati hukum yang berlaku, adil jujur dan netral transparan, kami sedih bila ada kecurangan dan berat sebelah. Malu malu malu malu",1
@fahmixhabibi,2024-02-13T16:55:06Z,Guru politik Joko Widodo siapa ya? Kok taktis dan sistematis banget. Keren.,0
@mahfudzjust,2024-02-13T16:54:52Z,Wkkk keren,0
@reviafandi2868,2024-02-13T16:54:49Z,Respect buat anda,0
@RaditiyaYoharni,2024-02-13T16:54:36Z,"Mereka tidak pernah takut, karena semangat berjuang rakyat sudah pudar 🇮🇩🇮🇩🇮🇩",0
@clarissadevani3817,2024-02-13T16:53:54Z,Jujur setelah nonton ini saya semakin yakin untuk mengikuti arahan bapak presiden jokowidodo untuk memilih pasangan 02.. kita tidak perlu menjadi bangsa yang munafik.. ketika di bangku sekolah hampir 90% kita pasti pernah nyontek/berbuat curang.. nah yang buat film ini lah yang dulu di sekolah jadi cepu sama seperti calon presiden 01 anies si yang paling bersih.. ALL IN PRABOWO GIBRAN,14
@adihsupriyadih-fp7qu,2024-02-13T16:53:34Z,Hanya orng orng yg peduli negara yg mau nonton ini,1
@sarniktukisah994,2024-02-13T16:52:53Z,Alhamdulillah bapakdan ibu2 berani mmbongkar kejahatan2 jokowi yg mau mmnangkan anaknya,1
@muhamadsyafei7790,2024-02-13T16:52:10Z,"Padahal udah di tonton hampir 8jt tapi ketika kita research dirty vote ga muncul,jangan2 ada campur tangan k****fo buat menghambat orang yang mau nonton",1
@Admiral-K.Yamato,2024-02-13T16:51:52Z,"Di masyarakat akar rumput liat kecurangan udah biasa, tapi kalo dibuat video dokumenter agar diketahui masyaraka internasional/negara lain ya gpp aja palingan efeknya indeks persepsi korupsi Indonesia bakal turun",2
@TitikJapan-yh8ro,2024-02-13T16:51:41Z,😢😢😢😢jokowiiii jokowi,1
@SAMSONOVBaStalin,2024-02-13T16:51:38Z,Fiks sokong ganjar Mahfud,3
@kedaikopi5506,2024-02-13T16:50:35Z,siapa yang luka pasti perih 😁,1
@masirwanariadimarbun5154,2024-02-13T16:50:14Z,Semoga gk hilang ❤,1
@sarniktukisah994,2024-02-13T16:49:55Z,Mudah2an pnjoblosan besok tgl 14  aman dan suci gk ada aapa2 jdi kalau yg udh dimenangkan oleh jokowi hrs ditindak betul2 jngan di rahasiakan Aamiinyra,1
@meygaalfian9083,2024-02-13T16:49:48Z,Kayaknya bakal ada demo besar lagi  kayak 98,3
@AallanAall,2024-02-13T16:49:42Z,Bahkan menurut saya suara kita di pemilu itu percuma Krena pemenangnya sudah di seting 😢,3
@mainmantap,2024-02-13T16:49:06Z,Gw sih coblos ketiganya..biar adil..urusan selanjutnya bodo amatlah..,1
@kotabunga_villapuncak,2024-02-13T16:49:04Z,Semoga Indonesia baik-baik saja,1
@nirwana1094,2024-02-13T16:48:40Z,"Imam Syafi&#39;i said : &quot; Saat kamu menyampaikan kebenaran, maka kamu akan menemukan 2 reaksi yang berbeda &quot; - Orang yang cerdas akan merenung - Orang yang bodoh akan tersinggung",8
@singgihpratama5165,2024-02-13T16:47:55Z,Respect,1
@sopianhadiamanan5124,2024-02-13T16:47:42Z,Apa film ini hanya kepentingan politik saja di masa pemilu?,2
@kumpulanyoutuberpemula07,2024-02-13T16:47:06Z,Setelah menonton film ini saya jadi makin yakin kalau Paslon 02 yang akan menang satu putaran ✌️👍,4
@alvianowiraldihabiburohman3595,2024-02-13T16:46:56Z,"saya sudah tahu politik ini buruk, tapi ternyata lebih buruk dari apa yang saya bayangkan😢",1
@om157,2024-02-13T16:46:50Z,"Kalian sebagai pemeran, adalah orang2 hebat.<br>Sampai kapanpun kalian akan di kenang<br>Berani bertaruh rediko demi demokrasi.",3
@rhizopusstolonifer,2024-02-13T16:46:36Z,MUAK.,1
@yudithtialasfika6739,2024-02-13T16:46:34Z,"Mereka yg ngomong, saya yg takut😢😢",2
@ayasya.,2024-02-13T16:45:42Z,"parah bgt sih, kok ya gak mikir gt lo pertanggungjawaban atas haus kekuasaan nantinya? bener bener gaada malunya pemimpin saat ini. tamak.",2
@dilla4890,2024-02-13T16:45:27Z,"dirty vote ini bagus, dan seperti kata Mba Bibip, sebenernya kan ini cara yang gak baru buat bagi2 kekuasaan. sayangnya menurutku liputannya belum usai, kalo ada kesempatan lain bikin versi &quot;KENAPA&quot;-nya.<br><br>kenapa harus sampai melanggar etik, UUD, penyelewengan anggaran, dsb? karena itu yang jadi alesan pada main kotor buat suara... apakah ada kaitannya sama program paslon tertentu yang sering diulang-ulang? program selama 10 tahun ke belakang? atau ada agenda yang bakal jadi fokus 5-10 tahun mendatang?<br><br>apapun itu, kudos buat Mas Feri, Mas Zainal Arifin, Mba Bibip, dan team Dirty Vote. kerja jurnalis kaya gini nih yang mencerdaskan orang2 awam, bukan cuma berita2 clickbait. Semoga selalu dalam lindungan Allah.",3
@ragilprasetyo216,2024-02-13T16:45:22Z,"Terima kasih untuk kalian bertiga<br>Siapapun nanti yang menang, tolong jangan hancurkan kami sebagai rakyat<br>Hatur nuhun 🙏🏻",2
@gembusgorengz1465,2024-02-13T16:44:38Z,Tetep el gemoy pilihanku ✌️✌️✌️✌️✌️✌️,1
@stasiunpulsa2016,2024-02-13T16:44:34Z,Up,1
@mansyah6516,2024-02-13T16:44:06Z,Allahu akbar,1
@RizaPahleviTTM,2024-02-13T16:44:04Z,Respect Dirty Vote! Thank you udah bikin karya ini,1
@rohmatrodiyat,2024-02-13T16:44:02Z,keren konsep dokumenternya . 🎬,1
@bangjoe31077,2024-02-13T16:43:46Z,"Kok jadi seperti ini,demokrasi dinegeri ku,...?",0
@sinaga6619,2024-02-13T16:43:11Z,"Apaan si ini, sudut pandang y lbh menyudutkan satu sisi",1
@hw9009,2024-02-13T16:42:42Z,"terlepas siapapun yang akan terpilih nanti, semoga kedepannya kita tidak terbelenggu dibawah rezim otoriter. aamiin.",0
@pahrulpauji3339,2024-02-13T16:42:40Z,Org bebas berpendapat ini bukti bukan narasi,0
@maknasuara2488,2024-02-13T16:42:34Z,"Mari jadi bagian perubahan, untuk kita dan negeri kita",0
@EchoAlvaTV,2024-02-13T16:42:19Z,Jejak 👍,0
@turinoandicahyadi7259,2024-02-13T16:42:05Z,Rezim Pinokio panik,0
@anggamahardika22,2024-02-13T16:41:54Z,"Terimakasih edukasinya, 02 gas!!",2
@duopeci_antonantares,2024-02-13T16:40:31Z,Jejak digital yg menarik,1
@TwExpolrers,2024-02-13T16:40:12Z,"Respect untuk yg buat video, kita rakyat awam jadi bener2 paham soal aturan2 dan yg pasti jadi sangat gamblang terlihat jelas kecurangan yg gak akan terlihat bagi orang2 yg tamak dan gak peduli dengan NKRI",1
@elkerupukelmahally7202,2024-02-13T16:39:55Z,Pakar ❤❤ bukan ilnfluencer abal abal,0
@WisnuGareng,2024-02-13T16:39:22Z,"Dari awal ketika sosok ini menjual Esemka sebagai kendaraan politik, saya sudah menduga dia bokis.",0
@farahrahma5811,2024-02-13T16:38:11Z,❤❤❤,0
@liatya,2024-02-13T16:38:06Z,"Kalau langsung cari di youtube channel ini ga muncul, harus ketik link di google dulu baru muncul, jadi saya udah terlanjur nonton di channel lain yg views nya udah 8 jt an lebih mau otw 9 jt",1
@zevand9285,2024-02-13T16:37:06Z,Jangan pilih paslon yg berasal dari anak haram konstitusi demi menyelamatkan demokrasi indonesia!🇮🇩🇮🇩,0
@agunggg943,2024-02-13T16:36:36Z,Konten wajib 5 tahun sekali 😂,2
@beniindrawan5668,2024-02-13T16:35:52Z,Malah jadi berantakan demokrasi Indonesia 😢,2
@yunifaisah1750,2024-02-13T16:35:10Z,"Terima kasih tim dirty vote, semoga makin banyak masyarakat yg teredukasi, menjadi pemilih rasional sehingga tidak salah memilih pemimpin",9
@juaedyabdullah1608,2024-02-13T16:35:00Z,Keren,0
@habiolda3012,2024-02-13T16:35:00Z,"Buat kalian yang baru liat komentar ini, jangan komen paslon mana yang kalian pilih karna di sini kita akan berpikir seperti apa Indonesia kedepannya, apa yang terjadi jika partai2 yang korupsi menguasai Indonesia? Apa yang membuat Indonesia memberikan solusi bagi pengangguran? Prakerja, BLK, PDN itu masih kurang efektif buat mengurangi angka pengangguran untuk jangka panjang. Apalagi prakerja yang pernah gw ikutin pribadi, setelah gw survei banyak orang tua yang gagal dalam mengikuti zoom dan mengambil pelatihan yang sesuai. Apalagi orang tua yg tamatan SD survei pelatihannya selalu full. Semoga aja Indonesia semakin maju untuk rakyat, mengatasi masalah rakyat. Terimakasih❤",1
@MrHarizakbaralam,2024-02-13T16:34:53Z,Salam 4 jari,1
@jhunpratama6736,2024-02-13T16:34:43Z,Semoga yang menang bukan dari suatu kecurangan! Kita tidak kekurangan orang yang pintar tapi kekurangan orang yang jujur,0
@_kiiananachin-5120,2024-02-13T16:34:38Z,"Memang tak ada pemimpin yang sempurna. Namun kita tahu, bahwa memilih calon pemimpin bukan untuk mencari yang terbaik, tapi meminimalisir yang terburuk.",1
@vita_samastha636,2024-02-13T16:34:16Z,Ko ga tranding ya?,1
@MelisaAfrianti-p1t,2024-02-13T16:33:12Z,All in 02,3
@andiglobal7432,2024-02-13T16:33:08Z,Pilih Ganjarrrrr,0
@Apaiyah194t,2024-02-13T16:32:39Z,Publik harus kawal mereka bertiga sampai pilpres selesai .😢,2
@skolastika2509,2024-02-13T16:32:22Z,ANWAR USMAN HARUS DIPENJARA. HAKIM2 ITU TDK MENGEMBAN DGN BENAR,1
@fatharc-ekoapriansyah5211,2024-02-13T16:32:21Z,ADA YANG MAU KETEMU MEGAWATI LEWAT SULTAN HAMENGKUBOWONO X....ADA APA??? GAK BISA SATU PUTARAN???,0
@lutsubscribe,2024-02-13T16:32:17Z,Bebaskan masyarakat Indonesia ini Ya Tuhan dari kejahatan politik yang merugikan masyarakat Amiin🤲,0
@gismanakrab666,2024-02-13T16:31:01Z,Shadow banned,1
@skolastika2509,2024-02-13T16:30:47Z,MINTA TENTARQ TUHAN MELAWAN SI SETAN.....,1
@Musyafaa_,2024-02-13T16:30:06Z,"Udah kena shadow searching nya,😢",1
@FyTruck,2024-02-13T16:30:05Z,Anies harus menang,2
@febrisuryaandisyaputra596,2024-02-13T16:29:56Z,"Takjub,keren.makasih sudah ada yang berani lantang menyuarakan kebenaran",0
@awixjaya7148,2024-02-13T16:29:49Z,Memberikan sebuah wawasan  yg luar biasa dan sangat beresiko.......hebat untuk kalian  sukses selalu,2
@triagusmaryono8934,2024-02-13T16:29:36Z,Ini menunjukan jokowi smart terlepas niatnya buruk atau baik,1
@sugengpudjiono2798,2024-02-13T16:29:03Z,Saya siap ikut mengalahkan Jokowi...,1
@aldosiregar3674,2024-02-13T16:28:41Z,"Di akun PSHK udah tembus 8,6 penonton dan di shadow banned YouTube 😂😂😂😂",1
@priyankaiskandartd6095,2024-02-13T16:28:39Z,Terima kasih untuk kalian bertiga!! Salutttttttttt,0
@xxxzsweus,2024-02-13T16:28:29Z,"Research nya mantep banget kakk, memantapkan mana yang harus dipilih besok, terimakasih banyak!",0
@tiatia84,2024-02-13T16:28:28Z,Alhamdulillah akhirnya terbukti semua dengan jelas faktanya.....semoga Allah SWT melindungi pembuat film yg Memeng sangat membuka mata semua masyarakat Indonesia.....sehat selalu guru.....😢😢😢,3
@IFADKIDS,2024-02-13T16:28:08Z,"Closing nya sangat menampar karena ini Fakta yg saya tau dari dluuu ,  tapi takut mau ngomong ,, tapi faktanya udah sukses menang 2x , itu yg sy bingung 😮",0
@farahnissa8018,2024-02-13T16:28:00Z,"Kebiasaan sebagian kecil rakyat kita, saat terekspos ke data baru ttg kebobrokan dalam politik, bukannya mencatat &amp; menimbang paslon yang lebih ringan kebobrokannya, lebih ringan utk dihadapi, malah puas dengan kesimpulan &quot;politik emang gitu&quot;. Kalau kekuatan di satu politisi sudah terlalu besar, dan dia bengis, tidak punya standar etik/moral yg bisa mengontrol tindakan2nya, ya RIP masyarakat yg tidak mau memikirkan tindakan yang pantas utk mengontrol politisi itu. <br>Jangan mau rugi sendiri cuma karena paslon yang bengis &amp; powernya sudah mengakar kemana2 tsb punya sisi melas yang kalian kasihani, sisi dramatis yang doyan kalian tangisi, apalagi sisi tersakiti yang suka kalian tanami dendam di dalamnya utk pelampiasan sendiri yg malah jadinya personal. Sehingga metrik-metrik yang kalian gunakan untuk mengkritisi, menyaring, menilai calon presiden itu jadi minim esensi.",5
@anandarestywidodo900,2024-02-13T16:27:36Z,Sesuai dengan judulnya dirty vote yang memang isinya tentang kecurangan. Namun saya merasa ada paslon yang terlalu dipojokkan di sini. Mungkin akan lebih bagus apabila track record dari masing masing paslon di ungkap. Akan lebih baik film ini untuk meyakinkan pilihannya.,2
@dewiratihnurcahyani7333,2024-02-13T16:27:35Z,Lah itu diawal aja dah jelas.. Semua data hanya bsa dipegang oleh Presiden.. Klo presiden kita salah pilih.. ? <br>Amit² deh.. Mendingan yang pasti dan akan menjalankan keberlanjutan bukan berubah,0
@love7ujuh626,2024-02-13T16:27:16Z,"Semoga Demokrasi kita lekas membaik, bersama yg gak langgar uu knstitus",1
@fadilahanumchannels,2024-02-13T16:26:35Z,Awalnya nggak berani nonton. Akhirnya selesai juga sampai ending. Respon alamiku adalah menangis. Sakit rasanya teramat sakit. <br><br>&quot;Kulihat ibu pertiwi<br>Sedang bersusah hati<br>Air matanya berlinang<br>Mas intannya terkenang<br><br>Hutan gunung sawah lautan<br>Simpanan kekayaan<br>Kini ibu sedang susah<br>Merintih dan berdoa<br><br>Kulihat ibu pertiwi<br>Kami datang berbakti<br>Lihatlah putra-putrimu<br>Menggembirakan ibu<br><br>Ibu kami tetap cinta<br>Putramu yang setia<br>Menjaga harta pusaka<br>Untuk nusa dan bangsa.&quot;<br><br>Selamatkan ibu pertiwi kami ya Allah. Selamatkan. Aamiin.,1
@rossy654,2024-02-13T16:26:27Z,"Yg bilang : “Kenapa filmnya dikeluarin di masa tenang???”<br><br>Ya masa tenang mah buat peserta pemilu.<br><br>Buat rakyat pemilih, sekarang memang harusnya jadi waktu mikir.<br><br>Filmnya kan bukan buat kampanye, hanya menyajikan fakta dan diskusi bersama para pakar.",1
@aldosiregar3674,2024-02-13T16:26:01Z,Akhirnya film ini bisa ketemu di pencarian YouTube 😂😂😂😂,1
@DaiLoo888,2024-02-13T16:25:58Z,"Mau capres 01 , 02, 03 sama aja kagak percaya, sama2 busuk ,bahkan ketiga orang di film ini pun sekaligus juga kagak bisa di percaya, karena aja mereka belum dapat  jabatan , kekuasaan atau posisi, liat aja kalo 3 akademisi ini dapat posisi ujung2 nya juga korup, kayak kagak tau aja politisi di negeri ini 😂😂😂",3
@nurhalimahmtd2750,2024-02-13T16:24:49Z,Terimakasih telah membuat film dokumenter ini. Dan terimakasih untuk para pembicara yang berani dan lantang membuka mata dan hati kami sebagai rakyat indonesia bahwa Indonesia sedang tidak baik-baik saja. Demokrasi mulai luntur sepanjang pemimpin di atas melakukan ketidak adilan secara diam-diam. Semoga setelah ini para pembicara bisa aman karna telah mengungkapkan yang fakta yang sebenarnya.,1
@sugiwinarso4474,2024-02-13T16:24:23Z,Smg Alloh melindungi kalian smua beserta klg yg tlah membuat video tsb yg bs membuat rakyat Indonesia sadar....trims utk smua TIM,1
@fira-te3eu,2024-02-13T16:23:07Z,"Ya allah,,kita memang tidak luput dri segala kesalahan tapi tolonggg negri ini butuh pemimpin yang demokratis,kritis,jujur dan pilihlah pilihan pemimpin yang diantara itu mudorat nya paling kecill🥲🥲",2
@tantifajrianiaisyah8957,2024-02-13T16:22:29Z,terima kasih sudah berani memaparkan semua kebusukan yg telah terjadi. apresiasi yg sebesar-besarnya👏🏻,1
@alwiehasan4365,2024-02-13T16:21:53Z,respect...,1
@kalangart5682,2024-02-13T16:21:52Z,"Film ini akan dikenang sepanjang masa, yg kelak akan jadi pelajaran bagi para generasi mendatang, tapi menjadi momok bagi para pelaku yg berusaha merusak demokrasi.",0
@zangkieko2717,2024-02-13T16:21:33Z,fakta &amp; data,0
@jessicatissa6679,2024-02-13T16:21:15Z,saya mau terlibat dalam film ini karna saya dibayar banyak,3
@supriadi396,2024-02-13T16:20:49Z,"Pencerahan yg masuk dalam logika,untuk masukan yg memuat pakta dan data yg jelas.❤",0
@suryawinata2150,2024-02-13T16:20:23Z,Indonesiaku sedang tidak baik baik saja😢😢,0
@hardindin5409,2024-02-13T16:19:53Z,"Bravo tim dirty vote,, sudah peduli terhadap hancurnya demokrasi",0
@nurulhusna_,2024-02-13T16:19:47Z,Saya tinggalkan jejak digital disini. Film yg luar biasa membuka mata seluruh rakyat Indonesia yg memiliki pikiran yg logis dan hati nurani.,2
@Ridokurniansyah-n4f,2024-02-13T16:19:41Z,Yg saya tangkap isinya menjatuhkan02 itu aja dri tdi siih,3
@kennik773,2024-02-13T16:19:32Z,FILM.INI.MEMBUKA MATA KITA SEMUA BETAPA JAHATNYA  MEREKA  UTK .MEMPEROLEH .KEMENANGAN DENGAN CARA2 YANG.BUSUK MOGA MEMBUAT FILM INI  ARTIS/AKTORNYA.SELALU DALAM LINDUNGAN ALLAH SWT,1
@RiniSulastri-nf6km,2024-02-13T16:19:15Z,"Sangat menjijikkan praktek2 yg mereka lakukan, pembohong an,penipuan dengan segala cara agar bisa meraih kekuasaan,dengan tidak ada rasa malu .",1
@doecaddi,2024-02-13T16:18:59Z,Kita tidak bisa lagi tinggal diam...negara kita memang tidak sedang baik2 saja 😢,1
@habibalbanihidayat1672,2024-02-13T16:18:33Z,Respect buat team yang sudah berani 👏,1
@lestarism,2024-02-13T16:18:15Z,Visualisasi data dari Data analyst,1
@ahmdandra1-f8v,2024-02-13T16:17:14Z,Kena shadow banned ini video,1
@jogjasouvenir,2024-02-13T16:16:57Z,"Membuka wawasan pikir bangsa indonesia, peluang peluang  adanya kecurangan dan kebobrokan negeri ini, yang menandakan bahwa kita tidak sedang baik baik saja",3
@alyazayyani7780,2024-02-13T16:16:18Z,"Entah kenapa setelah menyelesaikan video ini, rasa yg muncul dalam diri ini adalah rasa sedih dan keinginan untuk menangis 😭 sebegini buruknya demokrasi kita, bahkan sampai rakyat2nya sendiri tidak mau sadar, tak mau tau, dan tak mau peduli akan ini 😢 miris sungguh miris, Indonesia kuharap kau selalu baik-baik saja 😭",936
@sulistiyobest,2024-02-13T16:16:09Z,All in 03,0
@muhammadfarhansiregar9326,2024-02-13T16:15:45Z,KOTOR!,1
@afifahrahmawati9260,2024-02-13T16:15:41Z,Thank you for speaking up,0
@DianibravigoVigo,2024-02-13T16:15:35Z,Wah apa ini udh punya iji yg terlibat..,0
@Vinaroom,2024-02-13T16:15:33Z,"Ya Allah tolong jaga&amp;lindungi indonesia, udh gak bsa bicara apa apa",1
@lerenglawu2732,2024-02-13T16:15:20Z,"Politik itu tujuan akhirnya kekuasaan, ketika seseorang tak mempunyai power yang kuat...YA NASIB terimalah sebagai perjuangan saja",0
@abiandkids68,2024-02-13T16:15:00Z,Sayang closingnya ngak ada saran maupun action untuk menjegal dan meminimisir kecurangan yg akan terjadi...,1
@karinaanggihrukmana2767,2024-02-13T16:14:52Z,siap2 kalian b3 di tahanan ya .. sklian sm sutrada nya director .. insha allah prabowo menang di tuntas amin ya allah jabahhh doaku..,1
@IFADKIDS,2024-02-13T16:14:49Z,"Sesuai pikiran negatip saya yg gaberani saya ungkapkan , jujur sedihhh memang loe punya kuasa loe bisa se enaknya... Bapak ibu kalian orang berpendidikan aset berharga bagi kita semoga dilindungi... Semoga yg terpilih yg cinta tanah air nantinya 😢",1
@INDOvillageLife94,2024-02-13T16:14:37Z,Namanya juga main catur.. <br>Harus cerdik atur siasat dlm bertahan dan menyerang.,0
@DianibravigoVigo,2024-02-13T16:14:18Z,Ini sudh curang jgn bangaga dulu..semua ada yg pro dan kontra jd jagan satu arah menurut anda benar blm. Tentu untuk yg lain..,1
@muhamadridwan2031,2024-02-13T16:14:11Z,Masa gak trending sih,2
@alhadahabib8161,2024-02-13T16:13:55Z,Menakjubkan...,1
@sadvvitch,2024-02-13T16:13:30Z,film ini setara kuliah gratis ilmu politik 3 sks,1
@aribowo168,2024-02-13T16:12:50Z,Ini film gk netral,1
@nukehayati634,2024-02-13T16:12:15Z,Iki isinya mengarah ke paslon 02 untuk menurunkan elektabilitas no 02,2
@Alvanoc,2024-02-13T16:12:11Z,PROFESOR CERDAS. UJUNG2 NGONTEN YOUTUBE. VIEW BESAR CUAN NYA JUGA BESAR. bukan sekedar dirtyvote tp cuan dari youtube,0
@yuthika21,2024-02-13T16:12:05Z,"MasyaAllah, ternyata masih ada orang yang menggunakan ilmunya untuk kebenaran di negeri ini. Banyak yang pintar hanya untuk mengakali",1
@skolastika2509,2024-02-13T16:12:02Z,"JOKOWI SLL MENGGUNAKAN HARI LIBUR, SPT PENGUMUMAN BAWASLU MALAM2 JAN 12 KEARAS. TRUS PENGANGKATAN PRESIDEN, JG HARI LIBUR....ANEH.....ATAS NAMA TUHAN, JOKOWI, DAN SELURUH PENDUKUNGNYA HANCUR KRN ALLAH. AMIN.",0
@vicariorogo3339,2024-02-13T16:11:27Z,Semangat boskuuuuhhhh,0
@YedyRSelan458,2024-02-13T16:11:14Z,Sehat selalu jiwa2 pejuang,0
@JuraganTanahbali,2024-02-13T16:10:55Z,"Seperti yang sudah sudah.... Betul tidak ada yang sempurna...ya kalau memang menjelaskan kecurangan dalam pemilu, kenapa tidak dibahas surat suara sudah tercoblos di luar negeri? Politik identitas? Money politik? Yg dilakukan Paslon lain misalnya? Kenapa justru masif menyerang 02? Disingung hanya beberapa point, sesuai itukah Paslon lain?",0
@nurulmuchliezani2361,2024-02-13T16:10:23Z,"Terima kasih, film ini membuka wawasan saya dan makin yakin tidak memilih 02",1
@rezawambex8271,2024-02-13T16:10:08Z,Bisa ga sih yg part nayangin voice note itu manipulasi? Soalnya kita juga ga tau sumber dan itu siapa.,1
@urekmazino777,2024-02-13T16:09:15Z,"Rudet 😂 , inti nya smua mau duit",0
@fayyadhkaisanalbannafitria9409,2024-02-13T16:09:10Z,"Terima kasih, data yang disajikan sungguh mencengangkan. Saya tidak pernah menduga, ternyata negara ini dalam kekuasaan orang-orang yang tidak punya malu",1
@OdieTanoe,2024-02-13T16:08:39Z,film yg cocok utk pengantar tidur,0
@agussutrisno6663,2024-02-13T16:08:14Z,"Salut atas keberanian mengutarakan,berbagi wawasan,pengetahuannya.",0
@ulvaroudhotul2658,2024-02-13T16:06:26Z,"Kata nya netral , harus nya film dibuat ketika kampanye awal awal dulu dong bwaaang😅😅",0
@melliyar,2024-02-13T16:05:38Z,Memilih perubahan dan tidak melanjutkan keberlanjutan adalah lebih baik ketimbang kemajuan indonesia yang hanya untuk menguntungkan oligarki dan pemerintah dinasti,4
@ulvaroudhotul2658,2024-02-13T16:05:13Z,"Gw udah nonton full, dan bisa gw simpulkan semua hanyalah hal yang menyesatkan dan memang betul apa yang dikatakan timses prabowo semua adalah fitnah, gw bisa bahas satu satu tiap menit pembahasan mana yang fitnah, tapi sebelum itu,dengan semua bukti dibawah ini bisa dipastikan bahwa mereka ditunggangi suatu kepentingan untuk menjatuhkan suatu paslon dan jelas bahwa melanggar hukum dimasa tenang ini, sutradara dandhy laksono juga pernah dipenjara dengan kasus ujaran kebencian dan sara<br><a href=""https://www.youtube.com/watch?v=w0qFURcmDRk"">youtu.be/w0qFURcmDRk?si…</a><br>Dia juga yg menyutradarai sexy killer yg tayang sebelum pencoblosan di 2019,jadi gk usah kaget😅😅",2
@syntiasukmasembadra4373,2024-02-13T16:05:10Z,"Baca komen komen disini jadi terharu🥹 selama ini mengamati komentar orang orang di sosial media lain selalu ribut, rusuh, dan saling hina, jadi ga berani komentar apapun. Tapi komen komen disini bahasanya tenang, bijak, respect, dan sama sama ingin Indonesia yang lebih baik.",1
@AstiPurnawatinengsi,2024-02-13T16:04:54Z,👍💪,0
@Salmanxml,2024-02-13T16:04:20Z,Fakta dan Data👍👍👍,1
@IlhamNata-y9v,2024-02-13T16:03:54Z,Knp tidak tranding????,0
@Rezvaty,2024-02-13T16:03:50Z,Ngeri,0
@Adiyad91,2024-02-13T16:03:39Z,"Tuhan bersama orang orang yang berani. Apresiasi setinggi tingginya kepada pemain, sutradara, dan crew bertugas 🍺",16
@windaroini1856,2024-02-13T16:03:36Z,Baiknya keputusan diputuskan smpai selesai baru mkn siang. Sebab masa mkn siang itu ada lobi,0
@dhidont,2024-02-13T16:03:21Z,Apakah akan ada part 2 nya ? Mungkin judulnya bsa &quot;dirty hand of the king&quot; klo mau direct langsung tentang penyalahgunaan kekuasaan yang ugal²an tidak melihat menyebabkan kemunduran demokrasi negeri ini ?,0
@desi_srs,2024-02-13T16:02:51Z,ORAK GAGAS FILMU.... NO 2 ALL IN SEKAMPUNG.... FITNAH KOK TERUS... NARASUMBERMU ZONK,0
@musalimrido7330,2024-02-13T16:02:12Z,"Terimakasih kpd pembuat film ini, sebenarnya ini bukan hal baru sdh diberitakan lama, tetapi dg bantuan visual menbuat gampang paham dan seru emosi jadi tergugah ditambah data&quot; yg detail semoga dapat mencerdaskan bangsa di tengah kemrosotan demokrasi",67
@gevisioner6257,2024-02-13T16:02:01Z,"Informasi yg disampaikan kurang valid, hubungannya dicari cari, yg dapat membodohi penonton😂",0
@fikrizaby,2024-02-13T16:01:36Z,"makasihhh lo bang, jasa mu akan dikenang bangsa ini, walaupun pada saat ini mungkin tidak berpengaruh apa2, tapi jasa mu dalam hal demokrasi ini akan dikenang selalu",37
@pewdiedead4726,2024-02-13T16:01:21Z,Kita harus kawal mereka mereka yang berani membuka suara demi perjuangan demokrasi kita🔥,3
@CherylAsia,2024-02-13T16:00:57Z,Jangan terlalu serius mendengarkan ini... siapapun pemimpinnya pasti ada yang seperti itu...ini yang namanya politik...... saya yakin pembicara pun tidak ada luput dari itu....,0
@feliahmadbahrudin7124,2024-02-13T16:00:46Z,Memimpin Negara Itu Bukan Permainan Monopoly Yg Biasa Di Mainkan Ketika Berpuasa.<br>Tapi Ini Permainan Game Monopoly Sang Penguasa,0
